NT_GER,QE_I01,QE_I04,QE_I05,QE_I08,QE_I09,QE_I15
27.2,Solteiro(a),Nenhuma,Fundamental I,A,E,Sem Cotas
35.9,Outro,Nenhuma,Fundamental I,A,A,Ensino Público
43.4,Solteiro(a),Médio,Fundamental I,A,B,Renda
47.9,Solteiro(a),Fundamental I,Fundamental I,A,F,Sim - ?
42.6,Solteiro(a),Fundamental I,Fundamental I,A,B,2 ou mais critérios
23.8,Casado(a),Médio,Fundamental II,A,B,Sem Cotas
51.7,Solteiro(a),Superior,Superior,B,C,Sem Cotas
35.0,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
44.0,Solteiro(a),Fundamental II,Médio,B,B,Ensino Público
43.1,Casado(a),Médio,Fundamental II,B,C,Sem Cotas
37.8,Solteiro(a),Superior,Nenhuma,C,B,Sem Cotas
53.5,Solteiro(a),Superior,Superior,D,B,Sem Cotas
42.5,Solteiro(a),Médio,Superior,B,C,Sem Cotas
15.2,Solteiro(a),Fundamental II,Fundamental II,A,E,Étnico-racial
70.9,Solteiro(a),Médio,Médio,B,B,Sem Cotas
67.6,Casado(a),Fundamental I,Fundamental II,B,B,Sem Cotas
53.9,Solteiro(a),Superior,Pós-graduação,E,B,Sem Cotas
34.5,Solteiro(a),Médio,Superior,A,A,Sem Cotas
60.5,Solteiro(a),Nenhuma,Fundamental II,A,A,Sem Cotas
29.0,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
42.1,Casado(a),Fundamental I,Fundamental I,A,C,Sem Cotas
7.1,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
65.6,Solteiro(a),Fundamental I,Médio,A,F,Sem Cotas
37.4,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
39.4,Solteiro(a),Médio,Pós-graduação,C,B,Sem Cotas
58.5,Casado(a),Fundamental I,Fundamental I,A,E,2 ou mais critérios
82.6,Casado(a),Fundamental II,Fundamental II,E,B,Ensino Público
34.4,Solteiro(a),Médio,Médio,A,A,Sem Cotas
72.8,Solteiro(a),Pós-graduação,Pós-graduação,E,D,Sem Cotas
40.7,Casado(a),Médio,Superior,B,C,Sem Cotas
40.3,Divorciado(a),Fundamental I,Superior,B,F,Sem Cotas
49.5,Casado(a),Médio,Médio,B,F,Sem Cotas
39.3,Solteiro(a),Médio,Fundamental II,A,A,Sem Cotas
42.2,Solteiro(a),Fundamental I,Médio,A,A,Ensino Público
49.1,Outro,Médio,Médio,B,B,Sem Cotas
21.5,Solteiro(a),Nenhuma,Fundamental I,A,A,Ensino Público
16.4,Solteiro(a),Nenhuma,Médio,A,E,Sem Cotas
48.5,Solteiro(a),Médio,Pós-graduação,B,C,Sem Cotas
28.7,Casado(a),Fundamental I,Médio,B,E,2 ou mais critérios
59.0,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
31.6,Casado(a),Fundamental I,Fundamental I,B,D,Ensino Público
34.0,Casado(a),Fundamental I,Fundamental I,D,E,Sem Cotas
60.5,Solteiro(a),Fundamental I,Fundamental I,E,F,Sem Cotas
63.7,Solteiro(a),Superior,Superior,B,D,Sem Cotas
32.1,Casado(a),Fundamental I,Fundamental II,A,E,Sem Cotas
56.9,Solteiro(a),Fundamental II,Superior,B,C,Sem Cotas
42.3,Casado(a),Nenhuma,Fundamental I,B,F,Renda
63.7,Solteiro(a),Fundamental I,Fundamental I,A,F,Sem Cotas
85.3,Solteiro(a),Pós-graduação,Superior,D,D,Sem Cotas
35.8,Solteiro(a),Médio,Médio,B,E,Sem Cotas
66.4,Solteiro(a),Médio,Médio,G,D,Sem Cotas
33.9,Solteiro(a),Fundamental II,Fundamental I,A,C,Sem Cotas
73.6,Casado(a),Médio,Médio,E,F,Sem Cotas
54.2,Casado(a),Fundamental II,Nenhuma,E,D,Sem Cotas
48.1,Solteiro(a),Médio,Médio,C,D,Sem Cotas
61.1,Solteiro(a),Fundamental II,Fundamental I,A,F,2 ou mais critérios
51.3,Solteiro(a),Fundamental II,Superior,B,B,Sem Cotas
39.2,Solteiro(a),Médio,Superior,A,B,Sem Cotas
50.5,Solteiro(a),Médio,Fundamental II,D,B,Sem Cotas
58.3,Casado(a),Fundamental I,Superior,B,F,2 ou mais critérios
49.1,Solteiro(a),Fundamental II,Superior,C,B,Ensino Público
38.3,Solteiro(a),Médio,Médio,A,B,Sem Cotas
46.2,Solteiro(a),Fundamental I,Fundamental II,B,E,2 ou mais critérios
26.3,Casado(a),Médio,Médio,B,E,Sem Cotas
55.8,Solteiro(a),Fundamental I,Médio,B,A,Sem Cotas
42.4,Solteiro(a),Fundamental I,Fundamental I,C,B,Sem Cotas
40.9,Solteiro(a),Médio,Superior,B,C,Sem Cotas
51.8,Solteiro(a),Fundamental I,Fundamental I,B,E,Renda
50.0,Casado(a),Pós-graduação,Médio,B,F,Sem Cotas
32.9,Casado(a),Médio,Médio,A,A,Sem Cotas
41.2,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
60.6,Solteiro(a),Fundamental I,Médio,B,C,Renda
59.2,Outro,Médio,Superior,C,E,Sem Cotas
39.5,Outro,Fundamental II,Médio,A,A,Sem Cotas
53.2,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
51.9,Solteiro(a),Fundamental I,Fundamental II,B,C,Ensino Público
71.0,Solteiro(a),Médio,Fundamental II,B,B,Sem Cotas
43.6,Solteiro(a),Fundamental II,Médio,B,B,Étnico-racial
33.1,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
36.2,Solteiro(a),Fundamental I,Superior,A,B,Ensino Público
44.3,Solteiro(a),Médio,Médio,A,B,Ensino Público
67.9,Solteiro(a),Pós-graduação,Médio,D,D,Ensino Público
53.6,Solteiro(a),Superior,Superior,B,C,Sem Cotas
69.5,Solteiro(a),Superior,Superior,F,C,Sem Cotas
69.9,Solteiro(a),Médio,Médio,B,C,Sem Cotas
45.0,Solteiro(a),Superior,Superior,B,B,Sem Cotas
51.4,Solteiro(a),Superior,Superior,C,B,Sem Cotas
26.9,Solteiro(a),Fundamental II,Médio,B,B,Sem Cotas
57.9,Solteiro(a),Médio,Superior,E,C,Sem Cotas
44.0,Solteiro(a),Superior,Pós-graduação,B,B,Renda
46.0,Solteiro(a),Fundamental II,Fundamental II,D,D,Ensino Público
39.0,Solteiro(a),Superior,Médio,C,B,Renda
33.2,Solteiro(a),Fundamental II,Médio,A,B,Sem Cotas
61.6,Solteiro(a),Médio,Médio,C,C,Sem Cotas
50.2,Casado(a),Médio,Médio,B,F,Ensino Público
52.4,Casado(a),Superior,Superior,B,C,Sem Cotas
33.2,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
35.0,Casado(a),Fundamental II,Superior,C,F,Étnico-racial
27.3,Casado(a),Nenhuma,Fundamental I,A,F,Sem Cotas
53.0,Solteiro(a),Nenhuma,Fundamental I,B,B,Sim - ?
52.4,Casado(a),Nenhuma,Fundamental II,C,F,Sem Cotas
47.6,Solteiro(a),Médio,Médio,A,E,Sem Cotas
34.6,Solteiro(a),Fundamental II,Pós-graduação,D,C,Sem Cotas
53.0,Casado(a),Superior,Médio,E,E,Sem Cotas
40.0,Outro,Fundamental II,Fundamental II,B,C,Sem Cotas
38.2,Casado(a),Superior,Fundamental II,B,C,Sem Cotas
38.2,Solteiro(a),Nenhuma,Fundamental I,B,B,Ensino Público
26.4,Casado(a),Nenhuma,Nenhuma,B,B,Ensino Público
21.6,Solteiro(a),Fundamental II,Nenhuma,A,F,Sem Cotas
79.2,Casado(a),Fundamental II,Pós-graduação,C,E,Sem Cotas
34.5,Solteiro(a),Nenhuma,Fundamental I,A,E,Ensino Público
36.2,Casado(a),Fundamental I,Médio,A,F,Sem Cotas
28.2,Solteiro(a),Fundamental I,Médio,A,C,Sem Cotas
58.7,Solteiro(a),Fundamental I,Fundamental I,C,B,Sem Cotas
53.2,Solteiro(a),Fundamental I,Médio,B,C,Sim - ?
49.7,Solteiro(a),Fundamental I,Médio,B,A,Ensino Público
34.1,Solteiro(a),Nenhuma,Fundamental I,B,E,Ensino Público
62.0,Solteiro(a),Fundamental I,Médio,A,E,2 ou mais critérios
36.6,Solteiro(a),Médio,Pós-graduação,B,B,Sem Cotas
27.0,Solteiro(a),Nenhuma,Superior,A,C,Sem Cotas
51.7,Casado(a),Fundamental I,Fundamental I,A,C,Sem Cotas
43.1,Casado(a),Fundamental I,Fundamental I,A,E,Étnico-racial
66.0,Solteiro(a),Superior,Médio,C,B,Sem Cotas
49.1,Divorciado(a),Médio,Fundamental II,A,C,Sem Cotas
52.2,Solteiro(a),Fundamental I,Fundamental I,A,E,2 ou mais critérios
48.5,Solteiro(a),Fundamental I,Fundamental I,A,D,Renda
49.0,Casado(a),Nenhuma,Fundamental I,B,F,Sem Cotas
65.4,Solteiro(a),Médio,Pós-graduação,C,C,Sem Cotas
73.6,Solteiro(a),Pós-graduação,Superior,F,C,Sem Cotas
73.9,Solteiro(a),Fundamental I,Superior,C,B,Sem Cotas
47.6,Solteiro(a),Médio,Médio,D,C,Sem Cotas
29.9,Solteiro(a),Fundamental I,Médio,B,B,Renda
65.8,Solteiro(a),Médio,Médio,C,B,Sem Cotas
40.6,Solteiro(a),Superior,Superior,C,C,Sem Cotas
75.8,Solteiro(a),Fundamental II,Fundamental I,A,A,Ensino Público
68.8,Solteiro(a),Pós-graduação,Médio,B,B,Sem Cotas
64.7,Solteiro(a),Fundamental II,Pós-graduação,B,B,Sem Cotas
50.6,Solteiro(a),Fundamental I,Fundamental II,B,B,Sem Cotas
68.2,Casado(a),Superior,Médio,E,F,Sem Cotas
75.1,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
71.1,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
53.7,Solteiro(a),Médio,Superior,E,B,Sem Cotas
62.3,Solteiro(a),Médio,Pós-graduação,B,C,Sem Cotas
70.0,Solteiro(a),Superior,Superior,C,B,Sem Cotas
73.0,Solteiro(a),Fundamental II,Superior,D,B,Sem Cotas
53.3,Solteiro(a),Médio,Superior,C,B,Sem Cotas
39.8,Solteiro(a),Fundamental I,Fundamental I,C,D,Sem Cotas
80.2,Solteiro(a),Fundamental II,Pós-graduação,E,B,Sem Cotas
68.5,Solteiro(a),Superior,Superior,F,B,Sem Cotas
55.7,Solteiro(a),Médio,Médio,F,C,Sem Cotas
70.1,Solteiro(a),Fundamental II,Fundamental II,D,C,Sem Cotas
76.4,Solteiro(a),Médio,Médio,E,B,Sem Cotas
76.9,Solteiro(a),Superior,Superior,F,B,Sem Cotas
64.7,Solteiro(a),Médio,Médio,E,B,Sem Cotas
76.4,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
60.5,Solteiro(a),Médio,Fundamental II,E,B,Sem Cotas
77.8,Solteiro(a),Médio,Pós-graduação,C,B,Sem Cotas
64.5,Solteiro(a),Fundamental II,Médio,C,B,Sem Cotas
60.5,Solteiro(a),Médio,Pós-graduação,F,B,Sem Cotas
65.2,Solteiro(a),Médio,Fundamental II,C,B,Sem Cotas
64.0,Divorciado(a),Superior,Pós-graduação,C,B,Sem Cotas
50.0,Solteiro(a),Superior,Superior,B,B,Sem Cotas
84.8,Solteiro(a),Superior,Superior,D,B,Sem Cotas
70.1,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
77.0,Solteiro(a),Médio,Pós-graduação,F,B,Sem Cotas
66.1,Solteiro(a),Médio,Superior,A,B,Ensino Público
62.6,Solteiro(a),Superior,Superior,C,B,Sem Cotas
56.5,Solteiro(a),Médio,Médio,B,B,Sem Cotas
61.2,Solteiro(a),Médio,Médio,C,B,Sem Cotas
64.9,Solteiro(a),Superior,Superior,C,B,Sem Cotas
66.8,Solteiro(a),Médio,Médio,D,B,Sem Cotas
73.7,Solteiro(a),Superior,Superior,E,C,Sem Cotas
53.1,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
74.6,Solteiro(a),Médio,Médio,C,B,Sem Cotas
53.9,Solteiro(a),Médio,Superior,D,B,Ensino Público
38.2,Solteiro(a),Médio,Pós-graduação,D,B,Sem Cotas
34.0,Solteiro(a),Nenhuma,Pós-graduação,B,C,Sem Cotas
32.6,Solteiro(a),Fundamental I,Superior,B,E,Sem Cotas
40.6,Divorciado(a),Médio,Pós-graduação,C,E,Sem Cotas
43.6,Solteiro(a),Médio,Médio,A,A,Sem Cotas
39.9,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
69.7,Solteiro(a),Nenhuma,Médio,C,E,Sem Cotas
44.4,Casado(a),Fundamental II,Fundamental II,A,B,Sem Cotas
53.8,Solteiro(a),Médio,Médio,A,A,Sem Cotas
33.5,Solteiro(a),Nenhuma,Fundamental I,A,E,Étnico-racial
29.0,Solteiro(a),Fundamental II,Fundamental I,A,B,Sem Cotas
27.8,Casado(a),Fundamental I,Fundamental I,A,E,Renda
51.7,Solteiro(a),Fundamental II,Fundamental II,A,A,Sem Cotas
40.7,Solteiro(a),Médio,Médio,B,E,Ensino Público
49.1,Solteiro(a),Fundamental I,Fundamental I,A,E,Renda
48.7,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
33.8,Outro,Fundamental II,Fundamental II,A,A,Ensino Público
39.7,Solteiro(a),Fundamental I,Médio,A,B,2 ou mais critérios
29.8,Casado(a),Fundamental I,Fundamental I,A,C,Sem Cotas
16.3,Casado(a),Fundamental II,Fundamental I,C,E,Sem Cotas
46.8,Casado(a),Fundamental I,Pós-graduação,A,C,Ensino Público
49.8,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
46.9,Solteiro(a),Fundamental I,Fundamental I,B,C,2 ou mais critérios
40.3,Solteiro(a),Nenhuma,Fundamental I,A,F,Renda
34.2,Casado(a),Nenhuma,Fundamental II,A,A,Sem Cotas
25.3,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
36.7,Casado(a),Fundamental I,Pós-graduação,B,C,Ensino Público
34.4,Solteiro(a),Médio,Médio,B,F,Renda
38.0,Divorciado(a),Médio,Fundamental I,A,C,Sem Cotas
47.7,Outro,Fundamental II,Fundamental II,B,E,Ensino Público
33.3,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
41.6,Solteiro(a),Fundamental I,Médio,B,C,Sem Cotas
49.4,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
29.8,Casado(a),Fundamental I,Pós-graduação,A,C,Ensino Público
45.8,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
28.4,Solteiro(a),Fundamental I,Médio,A,E,Sem Cotas
43.0,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
63.1,Solteiro(a),Fundamental I,Fundamental I,B,D,Sem Cotas
37.2,Solteiro(a),Superior,Superior,B,C,Sem Cotas
32.8,Solteiro(a),Fundamental II,Superior,A,D,Ensino Público
48.0,Solteiro(a),Nenhuma,Fundamental I,A,C,Ensino Público
23.9,Solteiro(a),Nenhuma,Fundamental I,B,A,Sem Cotas
27.3,Casado(a),Médio,Médio,A,B,Ensino Público
31.5,Casado(a),Fundamental I,Fundamental I,A,C,2 ou mais critérios
28.5,Solteiro(a),Nenhuma,Superior,A,C,Sem Cotas
31.1,Solteiro(a),Superior,Pós-graduação,B,C,Ensino Público
35.9,Solteiro(a),Fundamental I,Médio,B,E,Sem Cotas
21.9,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
31.2,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
37.2,Solteiro(a),Médio,Pós-graduação,B,B,Sem Cotas
58.5,Solteiro(a),Fundamental I,Médio,A,A,Ensino Público
20.2,Solteiro(a),Médio,Médio,B,B,Sem Cotas
49.4,Casado(a),Nenhuma,Nenhuma,C,C,Sem Cotas
45.5,,,,,,
36.6,Solteiro(a),Médio,Fundamental I,A,B,Sem Cotas
48.4,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
55.0,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
59.4,Casado(a),Fundamental I,Fundamental II,A,E,Ensino Público
32.1,Solteiro(a),Nenhuma,Fundamental I,A,A,Renda
64.6,Solteiro(a),Médio,Médio,A,A,Sem Cotas
45.7,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
45.2,Casado(a),Fundamental I,Fundamental II,A,A,Sem Cotas
55.0,Solteiro(a),Fundamental II,Fundamental I,A,A,Ensino Público
35.0,Solteiro(a),Fundamental II,Fundamental I,B,E,Sem Cotas
63.2,Solteiro(a),Fundamental II,Médio,B,C,Ensino Público
47.2,Solteiro(a),Médio,Médio,B,C,Sem Cotas
49.9,Solteiro(a),Fundamental II,Médio,A,A,Sem Cotas
52.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
44.9,Solteiro(a),Fundamental II,Fundamental II,A,B,2 ou mais critérios
64.0,Solteiro(a),Fundamental I,Médio,A,A,Renda
36.5,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
73.9,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
52.7,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
63.5,Divorciado(a),Fundamental I,Fundamental II,A,A,Sem Cotas
53.0,Solteiro(a),Fundamental I,Fundamental I,A,B,Sim - ?
51.7,Solteiro(a),Fundamental I,Fundamental II,A,A,Ensino Público
36.2,Solteiro(a),Nenhuma,Fundamental I,A,F,Sem Cotas
42.2,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
75.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
45.4,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
43.8,Solteiro(a),Fundamental I,Médio,A,B,Ensino Público
52.7,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
51.2,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
53.6,Solteiro(a),Superior,Médio,B,B,2 ou mais critérios
65.2,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
32.5,Solteiro(a),Fundamental II,Médio,A,B,2 ou mais critérios
43.4,Solteiro(a),Fundamental I,Fundamental II,A,F,Renda
32.6,Casado(a),Fundamental I,Fundamental I,A,C,Sem Cotas
62.1,Casado(a),Fundamental I,Fundamental I,B,E,Sem Cotas
66.2,Solteiro(a),Médio,Superior,A,C,Sem Cotas
44.5,Divorciado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
63.9,Solteiro(a),Fundamental I,Médio,B,C,Sem Cotas
68.2,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
41.6,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
41.4,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
31.7,Solteiro(a),Nenhuma,Médio,B,A,Ensino Público
64.5,Solteiro(a),Médio,Fundamental II,A,A,2 ou mais critérios
66.3,Solteiro(a),Médio,Pós-graduação,E,C,Sem Cotas
69.3,Solteiro(a),Fundamental II,Fundamental II,A,E,Sem Cotas
38.6,Solteiro(a),Médio,Médio,C,B,Ensino Público
54.3,Solteiro(a),Superior,Fundamental II,A,B,Sem Cotas
50.1,Solteiro(a),Nenhuma,Nenhuma,A,E,Ensino Público
56.5,Casado(a),Médio,Médio,B,B,Sem Cotas
41.2,Casado(a),Fundamental I,Médio,A,D,Sem Cotas
52.0,Solteiro(a),Fundamental I,Fundamental II,A,B,2 ou mais critérios
62.7,Casado(a),Fundamental II,Médio,B,A,Sem Cotas
35.9,Solteiro(a),Médio,Fundamental I,E,B,Sem Cotas
51.7,Casado(a),Fundamental I,Fundamental I,B,E,Ensino Público
50.5,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
66.1,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
55.2,Solteiro(a),Fundamental II,Fundamental I,B,A,Sem Cotas
43.5,Casado(a),Fundamental I,Superior,A,A,2 ou mais critérios
54.9,Solteiro(a),Médio,Pós-graduação,B,B,Sem Cotas
49.3,Solteiro(a),Fundamental I,Superior,B,B,Ensino Público
52.1,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
40.0,Casado(a),Superior,Pós-graduação,D,B,Sem Cotas
54.1,Solteiro(a),Superior,Médio,D,B,Sem Cotas
53.8,Outro,Fundamental I,Fundamental I,A,A,Sem Cotas
55.7,Outro,Médio,Médio,A,A,2 ou mais critérios
74.0,Casado(a),Superior,Superior,A,D,Sem Cotas
48.1,Solteiro(a),Nenhuma,Fundamental I,B,B,Renda
42.0,Solteiro(a),Fundamental I,Médio,B,B,Ensino Público
48.8,Solteiro(a),Fundamental I,Médio,A,A,Renda
53.1,Solteiro(a),Fundamental II,Médio,C,E,Sem Cotas
57.7,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
47.3,Solteiro(a),Fundamental I,Médio,C,B,Sem Cotas
61.0,Solteiro(a),Superior,Médio,B,E,Sem Cotas
63.8,Solteiro(a),Fundamental I,Superior,C,C,Sem Cotas
53.9,Solteiro(a),Superior,Pós-graduação,D,B,Sem Cotas
59.9,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
58.3,Solteiro(a),Fundamental I,Fundamental I,A,B,Renda
49.0,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
38.8,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
43.0,Solteiro(a),Fundamental I,Pós-graduação,B,A,Sem Cotas
46.5,Casado(a),Nenhuma,Nenhuma,A,C,Sem Cotas
52.4,Solteiro(a),Nenhuma,Médio,A,B,Ensino Público
57.5,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
21.4,Casado(a),Nenhuma,Pós-graduação,A,A,Sem Cotas
45.4,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
41.5,Solteiro(a),Fundamental I,Fundamental I,C,E,Sim - ?
54.3,Casado(a),Fundamental I,Superior,A,B,Ensino Público
59.5,Solteiro(a),Fundamental II,Médio,B,C,Ensino Público
54.4,Casado(a),Médio,Superior,B,E,Sem Cotas
47.4,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
32.6,Solteiro(a),Fundamental I,Nenhuma,A,F,Sem Cotas
55.5,Solteiro(a),Fundamental I,Fundamental II,B,E,Renda
26.6,Solteiro(a),Nenhuma,Fundamental I,A,C,Sem Cotas
37.6,Solteiro(a),Médio,Fundamental II,A,E,Ensino Público
59.8,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
27.1,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
42.6,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
59.1,Solteiro(a),Nenhuma,Fundamental I,A,E,Sem Cotas
38.5,Solteiro(a),Nenhuma,Nenhuma,A,C,Sem Cotas
47.4,Casado(a),Nenhuma,Pós-graduação,A,B,Sem Cotas
41.3,Casado(a),Médio,Fundamental II,A,F,Sem Cotas
51.2,Solteiro(a),Nenhuma,Fundamental II,A,F,2 ou mais critérios
55.4,Solteiro(a),Nenhuma,Fundamental II,B,C,2 ou mais critérios
42.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Ensino Público
47.6,Solteiro(a),Médio,Fundamental II,A,B,Renda
39.7,Solteiro(a),Nenhuma,Nenhuma,A,C,Sem Cotas
64.2,Solteiro(a),Médio,Fundamental I,A,B,2 ou mais critérios
60.2,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
38.6,Casado(a),Fundamental I,Fundamental I,A,B,Sim - ?
69.2,Solteiro(a),Nenhuma,Fundamental I,B,A,Sem Cotas
54.3,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
60.8,Solteiro(a),Fundamental I,Fundamental II,B,A,Sem Cotas
34.8,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
46.9,Casado(a),Nenhuma,Nenhuma,C,E,Sem Cotas
47.6,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
39.7,Casado(a),Nenhuma,Superior,A,E,Ensino Público
48.2,Solteiro(a),Fundamental I,Fundamental I,B,A,Sem Cotas
33.9,Casado(a),Fundamental I,Médio,A,C,Sem Cotas
47.0,Solteiro(a),Nenhuma,Fundamental I,A,C,Sem Cotas
38.5,Solteiro(a),Fundamental I,Nenhuma,B,C,Renda
36.6,Solteiro(a),Fundamental I,Fundamental II,B,C,Sem Cotas
40.2,Solteiro(a),Fundamental I,Nenhuma,A,A,Sem Cotas
19.3,Casado(a),Fundamental I,Fundamental I,B,E,Sem Cotas
16.4,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
11.1,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
39.9,Casado(a),Fundamental II,Médio,A,E,Ensino Público
36.0,Casado(a),Fundamental I,Fundamental I,A,E,Étnico-racial
26.3,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
12.5,Casado(a),Nenhuma,Nenhuma,B,D,Sem Cotas
35.5,Casado(a),Médio,Fundamental I,A,B,Sem Cotas
51.2,Solteiro(a),Médio,Médio,A,B,Sem Cotas
55.3,Solteiro(a),Fundamental I,Superior,B,A,Sem Cotas
79.5,Solteiro(a),Médio,Pós-graduação,B,C,Renda
62.5,Solteiro(a),Fundamental I,Médio,A,C,Sem Cotas
50.4,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
32.8,Solteiro(a),Fundamental I,Fundamental I,A,B,Renda
27.1,Solteiro(a),Médio,Fundamental I,A,A,Renda
62.3,Solteiro(a),Nenhuma,Fundamental I,A,A,2 ou mais critérios
38.1,Solteiro(a),Fundamental I,Fundamental II,B,C,Sem Cotas
38.3,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
48.6,Solteiro(a),Nenhuma,Fundamental I,A,E,Renda
51.8,Solteiro(a),Médio,Médio,A,B,Ensino Público
51.1,Solteiro(a),Fundamental I,Pós-graduação,C,C,Sem Cotas
50.1,Solteiro(a),Fundamental I,Fundamental I,B,B,Étnico-racial
32.6,Casado(a),Fundamental II,Superior,B,C,Sem Cotas
47.0,Casado(a),Superior,Médio,B,D,Sem Cotas
33.6,Divorciado(a),Fundamental I,Médio,B,D,Sem Cotas
27.7,Casado(a),Pós-graduação,Pós-graduação,C,F,Sim - ?
31.2,Casado(a),Médio,Médio,C,D,Sem Cotas
34.7,Solteiro(a),Superior,Médio,E,B,Sem Cotas
44.9,Casado(a),Médio,Superior,C,A,Sem Cotas
31.2,Solteiro(a),Fundamental II,Fundamental II,A,C,Sem Cotas
55.0,Outro,Médio,Fundamental I,B,C,Renda
49.1,Casado(a),Superior,Médio,D,F,Sem Cotas
30.8,Solteiro(a),Fundamental II,Fundamental I,A,D,Sem Cotas
36.7,Outro,Médio,Médio,C,F,Sem Cotas
37.4,Solteiro(a),Médio,Médio,B,E,Sem Cotas
37.6,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
48.6,Casado(a),Fundamental I,Médio,A,C,Sem Cotas
37.5,Solteiro(a),Fundamental II,Médio,B,A,Sem Cotas
44.7,Casado(a),Fundamental II,Fundamental I,A,A,Sem Cotas
37.2,Solteiro(a),Fundamental I,Fundamental I,D,C,Renda
32.9,Solteiro(a),Médio,Superior,B,E,Sim - ?
41.1,Casado(a),Médio,Superior,B,C,Sem Cotas
30.3,Casado(a),Fundamental II,Fundamental I,A,C,Étnico-racial
38.3,Solteiro(a),Médio,Pós-graduação,C,C,Sem Cotas
41.5,Solteiro(a),Superior,Médio,C,B,Sem Cotas
47.2,Outro,Médio,Superior,C,C,Sem Cotas
35.5,Solteiro(a),Superior,Superior,C,B,Sem Cotas
30.4,Solteiro(a),Fundamental II,Médio,E,C,Sem Cotas
45.4,Solteiro(a),Fundamental II,Superior,B,C,Sim - ?
